235,사)한국장애인중앙재활원,"건물 청소원(공공건물,아파트,사무실,병원,상가,공장 등)",상용직,시급,9620,대구광역시 남구 큰골5길 59  (대명동),중소,대구지역본부,128.5820035,35.839148
236,굿윌스토어 밀알인천점,"기타 판매 단순 종사원(전단지배포, 벽보원, 물품 보관원)",상용직,시급,9620,인천광역시 부평구 안남로 429  (청천동),중소,인천지사,126.7102011,37.5213053
237,선수종합관리주식회사,"건물 경비원(청사,학교,병원,상가,빌딩,공장 등)",상용직,월급,1854518,광주광역시 북구 삼정로 131-1 3층 (두암동),중소,광주지역본부,126.9343295,35.1715368
238,해든손지압원,안마사,상용직,시급,9620,"광주광역시 광산구 목련로381번길 27 (신가동, 모아엘가 더 수완) 근린생활시설 101호",개인,광주지역본부,126.8298803,35.1808585
239,한국원자력통제기술원,사무 보조원(공공기관),계약직,월급,2600000,"대전광역시 유성구 유성대로 1534 (화암동), 한국원자력통제기술원","공사,공공",대전지역본부,127.3830294,36.4070424
240,다비치안경체인,콜센터 상담원(콜센터·고객센터·CS센터),상용직,연봉,25000000,서울특별시 중구 소공로 62  (충무로1가),중소,대전지역본부,126.9821937,37.5608592
241,(주)현대그린푸드 미즈제일산후조리원,주방 보조원(일반 음식점),계약직,월급,1010100,대전광역시 유성구 계룡로 126 (봉명동),대기업,대전지역본부,127.344198,36.352516
242,에이원심사손해사정(주),"건물 청소원(공공건물,아파트,사무실,병원,상가,공장 등)",상용직,월급,1050000,서울특별시 영등포구 선유로49길 23 (양평동4가),개인,대전지역본부,126.8950901,37.5361899
243,건강보험심사평가원,공공행정 사무원,상용직,시급,9620,강원도 원주시 혁신로 60 16층 (반곡동),중소,강원지사,127.9805396,37.3224579
244,(주)애니룩스,LED 부품·제품 조립·검사원,상용직,시급,9620,경상북도 문경시 신기산단2길 5 (신기동),중소,경북지사,128.1800401,36.6433498
245,자화전자 구미공장,환경 미화원,계약직,시급,9620,경상북도 구미시 1공단로6길 128 (공단동),중소,경북지사,128.3747123,36.0912512
246,농업회사법인 주식회사 상하식품,식품 분야 단순 종사원,상용직,시급,9620,경상북도 문경시 가은읍 가은공단길 88 -,개인,경북지사,128.0749534,36.639373
247,경기도의료원 파주병원,기계·금속 분야 단순 종사원,상용직,시급,9620,경기도 파주시 중앙로 207 경기도의료원파주병원(금촌동),"공사,공공",경기북부지사,126.7801503,37.7550649
248,서울선유초등학교(직장),단체 급식 보조원,계약직,일급,11157,서울특별시 영등포구 선유로43가길 14 (양평동3가),"공사,공공",서울남부지사,126.8927682,37.5329048
249,롯데오토케어,영업 기획·관리·지원 사무원,계약직,연봉,25140000,"서울특별시 영등포구 문래로 83 (문래동3가)아라비즈타워 105호, 302~307호, 4층 (문래동3가)",대기업,서울남부지사,126.8913363,37.5199173
250,서울항동초등학교,환경 미화원,계약직,시급,9620,서울특별시 구로구 연동로 178 (항동),"공사,공공",서울남부지사,126.8240758,37.4769723
251,(재)공간정보품질관리원,공공행정 사무원,계약직,연봉,24000000,서울특별시 영등포구 양산로 91 1404호(당산동3가),"공사,공공",서울남부지사,126.8931368,37.5249609
252,주식회사 오피스배재,주입·포장·상표부착기 등 기타 기계 조작원,계약직,시급,9620,서울특별시 금천구 가산디지털1로 19 (가산동),중소,서울남부지사,126.8865134,37.467607
253,강동성심병원,사무 보조원(일반사업체),계약직,월급,1400000,서울특별시 강동구 성안로 150 강동성심병원 (길동),중소,서울동부지사,127.135378,37.5359971
254,롯데쇼핑(주)롯데슈퍼사업본부,매장 정리원(매장 보조원),계약직,시급,9620,"서울특별시 송파구 올림픽로 269 3층 (신천동, 롯데캐슬골드)",대기업,서울동부지사,127.1006486,37.5144295
255,(사)장애인생산품판매지원협회인쇄사업소,"인쇄, 목재, 가구 및 기타 제조 분야 단순 종사원",상용직,시급,9620,서울특별시 성동구 아차산로5길 24-27 (성수동2가),"협회,단체",서울동부지사,127.0539423,37.5474803
256,KB골든라이프케어,사회복지사(사회복지시설),상용직,월급,2300000,서울특별시 강남구 테헤란로 334 15층 (역삼동),중소,서울동부지사,127.0485523,37.5039513
257,용인세브란스병원,의료 보조원,계약직,월급,1140332,경기도 용인시 기흥구 동백죽전대로 363 (중동),"협회,단체",경기동부지사,127.1485144,37.270805
258,(주)디홀릭커머스,사무 보조원(일반사업체),계약직,월급,920000,서울특별시 성북구 보문로 35 (보문동7가),중소,서울북부지사,127.0226473,37.5786913
259,계룡건설산업(주),"건물 청소원(공공건물,아파트,사무실,병원,상가,공장 등)",계약직,월급,700000,대전광역시 서구 문정로48번길 48  (탄방동),중소,충남지사,127.3840614,36.3447243
260,주식회사 청명환경시스템,사무 보조원(일반사업체),계약직,시급,9620,충청남도 아산시 탕정면 탕정면로 434 ,중소,충남지사,127.0880127,36.8233305
261,(주)네패스루아,음료 조리사(바리스타 포함),상용직,시급,9620,충청북도 청주시 청원구 오창읍 과학산업2로 587-32 (오창읍),중소,충북지사,127.4438339,36.7257216
262,한국교육개발원,사무 보조원(공공기관),계약직,일급,80000,충청북도 진천군 덕산면 교학로 7 (덕산면),"공사,공공",충북지사,127.5368298,36.8978431
263,주식회사 해피맘연수원(지점),음료 조리사(바리스타 포함),상용직,시급,9620,전라남도 영암군 영암읍 기찬랜드로 41 해피맘연수원(지점),중소,전남지사,126.6851242,34.7903207
264,대한사료(주)창원공장,"건물 경비원(청사,학교,병원,상가,빌딩,공장 등)",계약직,월급,2390570,경상남도 창원시 의창구 동읍 의창대로 986 대한사료 창원공장,중소,경남지사,128.6980834,35.2816503
265,뜨락 영농조합법인,"기타 서비스 단순종사원(사우나,찜질방 정리원 등)",상용직,시급,9620,경상남도 김해시 한림면 한림로 183-298 .,개인,경남지사,128.7892961,35.3112369
266,주식회사 엔젤게임즈,"건물 청소원(공공건물,아파트,사무실,병원,상가,공장 등)",계약직,월급,1100000,대구광역시 수성구 알파시티1로35길 1 (대흥동),중소,대구지역본부,128.6808387,35.8348492
267,거성산업,세탁원(다림질원),상용직,시급,9620,대구광역시 동구 경안로 722-1 (동호동),개인,대구지역본부,128.7143879,35.8665017
268,한국세라프,"인쇄, 목재, 가구 및 기타 제조 분야 단순 종사원",상용직,시급,9620,인천광역시 서구 북항로207번길 45 (원창동),중소,인천지사,126.6258895,37.5023597
269,(주)경신엠유엘,세탁원(다림질원),상용직,시급,9620,인천광역시 서구 건지로 120-8  (가좌동),중소,인천지사,126.6547356,37.4984576
270,주식회사인천개항,주방 보조원(일반 음식점),상용직,시급,9620,인천광역시 중구 반달로 8-1 (북성동1가),중소,인천지사,126.6006857,37.4761261
271,지에스씨넷 인천지점,영업 기획·관리·지원 사무원,상용직,연봉,26000000,인천광역시 미추홀구 경인로 119 11층(숭의동),중소,인천지사,126.6559956,37.4664909
272,국토연구원,공공행정 사무원,계약직,시급,9620,세종특별자치시  국책연구원로 5 (반곡동),"공사,공공",대전지역본부,127.3006235,36.4916271
273,(주)하랑커뮤니티,주입·포장·상표부착기 등 기타 기계 조작원,상용직,시급,9620,대전광역시 유성구 복용북로33번길 16-20 (복용동).,중소,대전지역본부,127.3123262,36.344438
274,주식회사 지인석재산업,기타 제도사(캐드원) ,계약직,월급,2010580,대전광역시 서구 도산로 251 (내동)202호(내동),중소,대전지역본부,127.3825233,36.3300283
276,아름학교,사무 보조원(공공기관),상용직,시급,9620,"경기도 수원시 영통구 광교로 32 (이의동,아름학교)","공사,공공",경기지역본부,127.0395838,37.2857107
277,(주)하이원베이커리,생산·품질 사무원 및 관리원(음식료품),계약직,시급,9620,강원도 정선군 신동읍 의림로 141-40 하이원베이커리,중소,강원지사,128.6383506,37.2086519
278,주식회사 이랜드이츠 애슐리퀸즈 NC순천점,주방 보조원(일반 음식점),시간제,시급,9620,"전라남도 순천시 비봉2길 22 7층(조례동, 시대아파트)",대기업,전남지사,127.519674,34.9733415
279,신정장애인보호작업장,기타 시각 디자이너,계약직,시급,9620,울산광역시 남구 삼산중로131번길 26-1 신정장애인보호작업장,중소,울산지사,129.3329679,35.5446473
280,(주)우원,산업 안전원 및 위험물 관리원,계약직,시급,9620,울산광역시 동구 방어진순환도로 400 H도크도장부 (방어동),중소,울산지사,129.4085319,35.4764025
281,케이비증권 주식회사,안마사,계약직,월급,2000000,서울특별시 영등포구 여의나루로4길 21 (여의도동),대기업,서울남부지사,126.928407,37.5216497
282,미성중학교,환경 미화원,계약직,시급,12030,서울특별시 관악구 문성로16길 40 (신림동),"공사,공공",서울남부지사,126.9121554,37.4753631
283,장미고무공업사(주),섬유·의복 분야 단순 종사원,상용직,시급,9620,부산광역시 사상구 낙동대로1292번길 29 장미고무공업사(주) (삼락동),중소,부산지역본부,128.9783104,35.1754754
284,스파캐슬,환경 미화원,상용직,시급,9620,부산광역시 사상구 백양대로 987 (모라동)스파캐슬,개인,부산지역본부,128.9928264,35.1941055
285,함재보호작업장,매장 계산원,상용직,월급,1300000,서울특별시 송파구 새말로10길 19 (문정동),"협회,단체",서울동부지사,127.1277499,37.481143
286,메가스터디교육(주),매장 정리원(매장 보조원),계약직,월급,1000000,"서울특별시 서초구 효령로 321 (서초동, 덕원빌딩) (서초동)",대기업,서울동부지사,127.0191855,37.4861335
287,쿠팡로지스틱스서비스유한회사,"노선버스 운전원(시내, 마을, 시외, 고속)",계약직,월급,1770000,서울특별시 강남구 테헤란로 332 (역삼동) 현정빌딩 9층,대기업,서울동부지사,127.0481921,37.5037746
288,굿윌본부,매장 정리원(매장 보조원),계약직,시급,9620,서울특별시 송파구 새말로10길 19 (문정동),중소,서울동부지사,127.1277499,37.481143
289,굿윌스토어 함재 방이역점,매장 정리원(매장 보조원),계약직,시급,9620,서울특별시 송파구 마천로 76 (오금동),중소,서울동부지사,127.1286706,37.507342
290,본우리집밥 국립외교원점,주방 보조원(일반 음식점),계약직,월급,1260220,서울특별시 서초구 남부순환로 2575 (서초동) 지하1층,중소,서울동부지사,127.0322544,37.4846038
291,성남우체국,"기타 서비스 단순종사원(사우나,찜질방 정리원 등)",계약직,시급,9620,경기도 성남시 수정구 산성대로 297 (신흥동),"공사,공공",경기동부지사,127.1499047,37.4423645
292,성남시청소년재단,공공행정 사무원,상용직,월급,2020000,경기도 성남시 중원구 둔촌대로 332 재단 사무국 (하대원동),중소,경기동부지사,127.1549786,37.4299266
293,엔에이치엔굿프렌즈(주),매장 정리원(매장 보조원),상용직,시급,9260,경기도 성남시 분당구 대왕판교로645번길 16 (삼평동)플레이뮤지엄,중소,경기동부지사,127.1042011,37.4010145
294,(합) 대한상사 해피크린,세탁원(다림질원),상용직,시급,9620,충청남도 서산시 남부순환로 576 해피크린 (양대동),중소,충남지사,126.4497827,36.7289927
295,국립생태원,사무 보조원(공공기관),계약직,시급,9620,충청남도 서천군 마서면 금강로 1210 국립생태원,"공사,공공",충남지사,126.7201125,36.0369713
296,한국농어촌공사,사무 보조원(공공기관),계약직,월급,2200000,전라남도 나주시 그린로 20 한국농어촌공사,중소,전남지사,126.7771072,35.0203513
297,재단법인전북연구원,사회과학 연구원,계약직,시급,9620,전라북도 전주시 완산구 콩쥐팥쥐로 1696 전북연구원 행정지원부 (효자동3가),중소,전북지사,127.083187,35.821592
298,대한무역투자진흥공사,공공행정 사무원,계약직,월급,2050000,서울특별시 서초구 헌릉로 13 대한무역투자진흥공사 본사,중소,서울동부지사,127.0447655,37.4651322
299,신한투자증권(주),"건물 청소원(공공건물,아파트,사무실,병원,상가,공장 등)",계약직,월급,1010000,서울특별시 영등포구 여의대로 70 신한금융투자 본사 (여의도동),중소,서울동부지사,126.9241972,37.5248417
300,(주)제이에스티나,음료 조리사(바리스타 포함),계약직,월급,1755650,서울특별시 송파구 양재대로62길 53 (가락동),중소,서울동부지사,127.1212996,37.4956058
301,롯데렌탈(주),사무 보조원(일반사업체),계약직,월급,1047000,경기도 안양시 동안구 전파로 88 8층 (호계동),중소,서울동부지사,126.9425483,37.3893969
302,서울아산병원,총무 및 일반 사무원,계약직,월급,3290000,서울특별시 송파구 올림픽로43길 88 서울아산병원 총무팀 (풍납동),대기업,서울동부지사,127.107935,37.5265762
303,인덕학교,사무 보조원(공공기관),계약직,시급,9620,경기도 광주시 사기막길95번길 59 (탄벌동),"공사,공공",경기동부지사,127.2259884,37.4139245
304,국립중앙청소년디딤센터,경비 관리자,상용직,연봉,28092000,경기도 용인시 처인구 남사면 각궁로 252-76 국립중앙청소년디딤센터,중소,경기동부지사,127.165841,37.0998158
305,국립중앙청소년디딤센터,환경 미화원,상용직,연봉,24132000,경기도 용인시 처인구 남사면 각궁로 252-76 국립중앙청소년디딤센터,중소,경기동부지사,127.165841,37.0998158
306,꿈동산장애인표준사업장주식회사,기타 전자 부품·제품 조립·검사원,상용직,월급,1005290,경기도 광주시 도척면 사기소길 12  (상림리36-21),중소,경기동부지사,127.3197108,37.309486
308,(주)양지크린텍,세탁원(다림질원),상용직,월급,2010580,경기도 용인시 처인구 이동읍 안터로15번길 15 1.2층,중소,경기동부지사,127.2091996,37.1585457
309,한국외국어대학교,콜센터 상담원(콜센터·고객센터·CS센터),계약직,월급,2200000,서울특별시 동대문구 이문로 107  (이문동),중소,서울북부지사,127.0582878,37.5973078
310,경희의료원,사무 보조원(일반사업체),상용직,월급,2530000,"서울특별시 동대문구 경희대로 23 (회기동), 경희의료원",대기업,서울북부지사,127.051852,37.5941195
311,(주)씨앤알,주방 보조원(일반 음식점),계약직,월급,1200000,서울특별시 구로구 디지털로31길 38-21 이엔씨벤처드림타워 3차 903호,중소,서울북부지사,126.8937133,37.4865238
312,서울이문유치원,사서,계약직,시급,9620,서울특별시 동대문구 신이문로 16 (이문동),"공사,공공",서울북부지사,127.0643222,37.6022309
313,롯데렌탈(주),"기타 서비스 단순종사원(사우나,찜질방 정리원 등)",계약직,시급,9620,경기도 안양시 동안구 전파로 88 8층 (호계동),중소,경기서부지사,126.9425483,37.3893969
314,쿠팡 주식회사,경영 기획 사무원,계약직,월급,2100000,서울특별시 송파구 송파대로 570 타워730(신천동),대기업,충남지사,127.0991124,37.5157873
315,두레주식회사,기타 보건·의료 서비스 종사원,계약직,시급,9650,충청남도 천안시 서북구 다가말3길 8 (쌍용동) (쌍용동) 천안충무병원,중소,충남지사,127.1314943,36.7974082
316,전라남도여수교육청,"기타 서비스 단순종사원(사우나,찜질방 정리원 등)",계약직,월급,1100000,전라남도 여수시 관문동1길 39 (관문동),"공사,공공",전남지사,127.7458006,34.742966
317,두드림협동조합,"건물 청소원(공공건물,아파트,사무실,병원,상가,공장 등)",상용직,시급,9620,전라남도 영광군 영광읍 현암길 37-4 A동 1층,중소,전남지사,126.5090647,35.2764372
318,아이갓에브리씽 이순신도서관점,음료 조리사(바리스타 포함),상용직,시급,9620,전라남도 여수시 웅천6길 51 여수시립이순신도서관(웅천동),"협회,단체",전남지사,127.69043,34.7499126
319,참사랑재가노인 통합지원센터,재가 요양보호사,계약직,월급,1254450,경상북도 경주시 양정로 144-23 (성동동) (성동동),개인,경북지사,129.2220212,35.8472595
320,한국보훈복지의료공단 남양주보훈요양원,사무 보조원(공공기관),상용직,시급,9620,경기도 남양주시 덕송2로 71 남양주보훈요양원,"공사,공공",경기북부지사,127.1176106,37.6692291
321,꿈쟁이사회적협동조합,음료 조리사(바리스타 포함),상용직,시급,9620,경기도 양주시 고읍로 36-17 (광사동) 예향교회,"협회,단체",경기북부지사,127.0766206,37.7984176
322,사단법인 한국참여자치장애인총연합회,섬유·의복 분야 단순 종사원,상용직,월급,1010000,경기도 양주시 청담로 286  (고암동),중소,경기북부지사,127.0676127,37.8249152
323,대한적십자사울산혈액원,사무 보조원(공공기관),계약직,월급,2340000,울산광역시 중구 함월10길 25 울산혈액원 (성안동),중소,울산지사,129.3086804,35.5732113
324,울산광역시 중구도시관리공단,주차 관리·안내원,계약직,시급,9958,울산광역시 중구 평산로 14 (약사동),"공사,공공",울산지사,129.3399744,35.5682375
325,(사)서울시관광협회,관광통역 안내원,계약직,월급,2422000,서울특별시 중구 청계천로 40 (다동),"공사,공공",서울지역본부,126.9816445,37.5685313
326,재단법인 한국공예디자인문화진흥원,사무 보조원(공공기관),계약직,월급,2609290,서울특별시 종로구 율곡로 53 해영회관 5층 한국공예디자인문화진흥원 (안국동),중소,서울지역본부,126.9851376,37.576605
327,(주)에스비에스,사무 보조원(일반사업체),계약직,월급,2300000,서울특별시 양천구 목동서로 161 (목동),대기업,서울남부지사,126.8738719,37.5288821
328,롯데렌탈(주),음료 조리사(바리스타 포함),계약직,월급,1047000,경기도 안양시 동안구 전파로 88 8층 (호계동),중소,서울남부지사,126.9425483,37.3893969
329,윤중중학교,건물 보수원 및 영선원(아파트 기계·전기 시설관리 제외),계약직,시급,12030,서울특별시 영등포구 여의동로3길 3 (여의도동),"공사,공공",서울남부지사,126.9242655,37.5187823
330,대한무역투자진흥공사,사무 보조원(공공기관),계약직,월급,2000000,서울특별시 서초구 헌릉로 13 대한무역투자진흥공사 본사,중소,대구지역본부,127.0447655,37.4651322
331,가톨릭대학교 인천성모병원,의료 보조원,계약직,시급,9620,인천광역시 부평구 동수로 56  (부평동),중소,인천지사,126.7248987,37.4848309
332,쿠팡풀필먼트서비스유한회사,기타 텔레마케터,계약직,월급,1080000,경기도 평택시 포승읍 하만호길 153 .,중소,광주지역본부,126.8546981,36.9505872
333,오름직업재활센터,전기·전자 분야 단순 종사원,상용직,시급,9620,광주광역시 동구 의재로 151 (운림동),"협회,단체",광주지역본부,126.9442215,35.1324134
334,광주요양병원,시설 요양보호사(노인요양사),상용직,시급,9620,광주광역시 광산구 임방울대로 816 광주요양병원  (월계동),중소,광주지역본부,126.8478092,35.2181677
335,롯데후레쉬델리카제4호 주식회사,식품 분야 단순 종사원,상용직,시급,9620,광주광역시 북구 하서로 270 (양산동),대기업,광주지역본부,126.876171,35.1997402
336,(주)정인관리,"기타 서비스 단순종사원(사우나,찜질방 정리원 등)",계약직,월급,1100000,서울특별시 금천구 시흥대로 97 (시흥동) 33동 315호,중소,광주지역본부,126.901495,37.4438361
337,대성고등학교,"건물 청소원(공공건물,아파트,사무실,병원,상가,공장 등)",계약직,시급,9620,대전광역시 중구 목동로 23 (목동)대성고등학교,"공사,공공",대전지역본부,127.4070199,36.3328292
338,롯데슈퍼 중촌점,상품 진열원,상용직,시급,9620,대전광역시 중구 목중로 50 (중촌동),중소,대전지역본부,127.4096161,36.3378398
339,호텔멜리데이주식회사,"호텔·콘도·숙박시설 청소원(룸메이드,하우스키퍼)",상용직,시급,9620,경기도 평택시 지산로12번길 66 (지산동),개인,경기지역본부,127.0558492,37.0761948
340,아이엠재활병원,기타 보건·의료 서비스 종사원,상용직,시급,9620,충청북도 청주시 서원구 청남로 2140 (모충동),중소,충북지사,127.4886277,36.6229261
341,주식회사 씨비엔유스타,음료 조리사(바리스타 포함),상용직,시급,9620,"충청북도 청주시 서원구 충대로 1 N10동 803호 (개신동, 충북대학교대학본부)",중소,충북지사,127.4550701,36.6300483
342,주식회사 아름누리,환경 미화원,상용직,월급,1120000,충청북도 청주시 흥덕구 옥산면 과학산업3로 29 옥산면,중소,충북지사,127.4182025,36.6980018
343,(사)행복드림복지회 두리E.N.G,전기 부품·제품 조립·검사원,상용직,월급,2042900,전라북도 익산시 함열읍 익산대로78길 179-10 행복드림복지회 두리ENG,중소,전북지사,126.9604792,36.0336835
344,(주)오르비텍,머시닝센터(MCT) 조작원,상용직,연봉,29000000,서울특별시 구로구 디지털로33길 28 (구로동) 708호,중소,경남지사,126.8954755,37.486742
345,(재)경기테크노파크,사무 보조원(공공기관),계약직,연봉,26000000,경기도 안산시 상록구 해안로 705 경기테크노파크,중소,경기서부지사,126.8301164,37.290861
346,주)엔지피,기타 전자 부품·제품 조립·검사원,상용직,시급,9620,경상남도 창원시 마산회원구 자유무역3길 118 (양덕동),중소,경남지사,128.5948113,35.2163552
347,우마테크(주),"건물 청소원(공공건물,아파트,사무실,병원,상가,공장 등)",계약직,월급,1700000,경상남도 창원시 성산구 연덕로184번길 48 (내동)5층,중소,경남지사,128.6703652,35.2164983
348,주식회사굿잡제주마카마카,음료 조리사(바리스타 포함),상용직,시급,9620,제주특별자치도 서귀포시 대포로 174 카페 오놀 (대포동),중소,제주지사,126.4394909,33.2387873
349,유한회사 백연,"인쇄, 목재, 가구 및 기타 제조 분야 단순 종사원",상용직,월급,2500000,대전광역시 대덕구 신일서로68번길 50 한솔제지 內  (신일동),중소,대전지역본부,127.4023726,36.4365926
350,문화보호작업장,"인쇄, 목재, 가구 및 기타 제조 분야 단순 종사원",상용직,시급,9620,대전광역시 중구 문화로126번길 7 문화보호작업장 (문화동),중소,대전지역본부,127.4000405,36.3123968
351,경창무역주식회사,재활용품 및 폐기물 수거원,상용직,월급,2010580,강원도 원주시 지정면 가곡새말길 28 (가곡리),개인,강원지사,127.865299,37.3636539
352,조은세탁산업,세탁 기계 조작원,상용직,시급,9620,강원도 춘천시 동광길 23 1층(후평동),개인,강원지사,127.751669,37.8878654
353,한국토지주택공사 전북지역본부,사무 보조원(공공기관),계약직,월급,2010580,전라북도 전주시 완산구 홍산로 158 LH 전북지역본부 (효자동2가),"공사,공공",전북지사,127.1049148,35.8074556
354,한국농업기술진흥원,공공행정 사무원,상용직,연봉,27270000,전라북도 익산시 평동로 457 한국농업기술진흥원,중소,전북지사,126.9333515,35.9384069
355,(주)현대캐터링시스템,단체 급식 보조원,상용직,시급,9620,경기도 성남시 분당구 야탑로 98 2층 (주)현대캐터링시스템 (야탑동),대기업,전북지사,127.1297019,37.4096483
356,주식회사 아델라7,제과·제빵원,상용직,시급,9620,부산광역시 남구 황령대로319번나길 30 (대연동),중소,부산지역본부,129.0904802,35.1510073
357,보광씨앤에스(주),아파트·빌라 경비원,계약직,시급,9620,대구광역시 수성구 천을로 42  (시지동),중소,대구지역본부,128.695132,35.8447254
358,한국로지스풀(주),사무 보조원(일반사업체),상용직,연봉,31200000,서울특별시 마포구 마포대로 63-8 삼창프라자 6층 (도화동),중소,인천지사,126.9477979,37.5422493
359,(주)현대캐터링시스템,단체 급식 보조원,상용직,시급,9620,경기도 성남시 분당구 야탑로 98 2층 (주)현대캐터링시스템 (야탑동),대기업,광주지역본부,127.1297019,37.4096483
360,한국폴리텍IV대학,사무 보조원(공공기관),계약직,월급,1145290,대전광역시 동구 우암로 352-21 한국폴리텍대학 대전캠퍼스 (가양동),중소,대전지역본부,127.4542125,36.3509071
361,한국교통안전공단 대전충남본부,사무 보조원(공공기관),계약직,월급,2010580,대전광역시 대덕구 문평동 83-1,"공사,공공",대전지역본부,127.4054758,36.4474064
362,영크린테크,세탁원(다림질원),상용직,시급,9620,경상남도 밀양시 부북면 사포공단1길 27 2호,개인,울산지사,128.7447875,35.4692179
363,디딤365 주식회사,총무 및 일반 사무원,상용직,시급,9620,서울특별시 금천구 디지털로9길 68 대륭포스트타워5차 20층 2006~2010호 (가산동),중소,서울남부지사,126.8863307,37.4810217
364,주식회사 케이비손해보험,사무 보조원(일반사업체),계약직,시급,9620,서울특별시 강남구 학동로 401 (청담동) 2층,대기업,부산지역본부,127.0416813,37.5176115
365,(주)뷰티플휴먼,상품 진열원,계약직,월급,759980,서울특별시 강서구 마곡중앙로 161-8 (마곡동)C동 1115호,중소,부산지역본부,126.8273386,37.5688514
366,(주)하이모관리본부,"인쇄, 목재, 가구 및 기타 제조 분야 단순 종사원",계약직,월급,2010580,충청남도 천안시 서북구 성거읍 석문길 32 (요방리),대기업,충남지사,127.1794239,36.8512184
367,천안돌봄사회서비스센터,"건물 청소원(공공건물,아파트,사무실,병원,상가,공장 등)",계약직,월급,1010100,충청남도 천안시 서북구 성정두정로 12 매트로존빌딩 305호 (성정동),중소,충남지사,127.1415119,36.8265708
368,오죤,주입·포장·상표부착기 등 기타 기계 조작원,상용직,시급,9620,충청남도 당진시 석문면 대호만로 1867 교로리 오죤,개인,충남지사,126.5258009,37.018131
369,두레주식회사,"건물 청소원(공공건물,아파트,사무실,병원,상가,공장 등)",계약직,시급,9650,충청남도 천안시 서북구 다가말3길 8 (쌍용동) (쌍용동) 천안충무병원,중소,충남지사,127.1314943,36.7974082
370,사회적협동조합 가온누리 보호작업장,기타 전자 부품·제품 조립·검사원,상용직,시급,9620,충청남도 천안시 서북구 백석공단1로 10 지하1층 지원비 138호 (백석동),중소,충남지사,127.1110884,36.8238173
371,기업과사람들(주),"인쇄, 목재, 가구 및 기타 제조 분야 단순 종사원",상용직,월급,2600000,충청남도 천안시 서북구 성정1길 8 2층  (성정동),중소,충남지사,127.1355514,36.8145292
372,엘아이지넥스원(주),세차원 및 운송장비 청소원,상용직,시급,9620,경기도 성남시 분당구 판교로 333 (삼평동),중소,경북지사,127.1113197,37.4049021
373,구미강동병원,시설 요양보호사(노인요양사),상용직,시급,9620,경상북도 구미시 인동20길 46 (진평동) 구미강동병원,개인,경북지사,128.4228695,36.096239
374,주식회사 슈퍼마마,식품 분야 단순 종사원,상용직,시급,9620,경상북도 안동시 전거리7길 106 1층 (용상동),중소,경북지사,128.7480932,36.5607655
375,삼성생명보험(주),사무 보조원(일반사업체),계약직,월급,1174000,"서울특별시 서초구 서초대로74길 11 (서초동, 삼성전자 서초사옥) (서초동)",중소,경기북부지사,127.0269076,37.4966324
376,(주)비.엘.아이,고무 사출성형기 조작원,상용직,시급,9620,경기도 파주시 탄현면 방촌로 1172-42 (주)비.엘.아이,중소,경기북부지사,126.7460864,37.8334797
377,(사)아름다움나눔협회사업단,주입·포장·상표부착기 등 기타 기계 조작원,상용직,시급,9620,경기도 포천시 가산면 정교길 105-22 (사)아름다움나눔 협회사업단 ,중소,경기북부지사,127.1659885,37.822772
378,주식회사 빵쌤에프앤비,주입·포장·상표부착기 등 기타 기계 조작원,상용직,시급,9620,경기도 가평군 상면 축령로 28 .,개인,경기북부지사,127.3667104,37.7714474
379,동경(주)잠실지점,주방 보조원(일반 음식점),상용직,월급,2540000,서울특별시 송파구 송파대로 570 (신천동) 타워730 지하 1층,중소,서울동부지사,127.0991124,37.5157873
380,(주)케이티클라우드,사무 보조원(일반사업체),계약직,월급,2935000,"서울특별시 강남구 학동로 343 4층, 15층 (논현동)","공사,공공",서울동부지사,127.0406303,37.5174482
381,더봄플러스주식회사,"건물 청소원(공공건물,아파트,사무실,병원,상가,공장 등)",계약직,월급,800000,서울특별시 금천구 디지털로9길 32 갑을그레이트밸리 216-1호 (가산동),중소,경기동부지사,126.8874869,37.4794816
382,(재)경기테크노파크,환경 미화원,상용직,연봉,22300000,경기도 안산시 상록구 해안로 705 경기테크노파크,중소,경기서부지사,126.8301164,37.290861
383,한국토지주택공사,사무 보조원(공공기관),계약직,월급,2010580,경상남도 진주시 충의로 19 한국토지주택공사 (충무공동),"공사,공공",경남지사,128.1457689,35.1781698
384,중앙위드(주),의료 보조원,상용직,시급,9620,경상남도 김해시 분성로 94-8 (외동),중소,경남지사,128.8570753,35.2307339
385,(주)씨앤알,주방 보조원(일반 음식점),계약직,시급,9620,서울특별시 구로구 디지털로31길 38-21 이엔씨벤처드림타워 3차 903호,중소,서울북부지사,126.8937133,37.4865238
386,주식회사 에스엔티,매장 정리원(매장 보조원),상용직,시급,9620,제주특별자치도 제주시 도남로 66 3층동 3층(도남동),중소,제주지사,126.5275719,33.4944293
387,나노전자,전기 부품·제품 생산기계 조작원,상용직,시급,10000,경기도 화성시 마도면 청원산단1길 10-9 나노전자,중소,경기지역본부,126.7744029,37.1711787
388,나노전자,콜센터 상담원(콜센터·고객센터·CS센터),상용직,시급,10000,경기도 화성시 마도면 청원산단1길 10-9 나노전자,중소,경기지역본부,126.7744029,37.1711787
389,(주)선텍,LED 부품·제품 조립·검사원,상용직,시급,9620,경기도 화성시 비봉면 주석로 428-9 이레테크노파크 C1동,중소,경기지역본부,126.8694085,37.1985751
